* Color Green highlighted items are launched in last 6 months,,,,,,,,,,,,,,,,,,,,,,,,
*Items highlighted in Orange will have a rolling change in pieces per box or boxes per pallet packaging in 2020.  These will be communicated as the old inventory depletes and the new inventory with new packaging arrives,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCT COLLECTION,ItemNumber,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,ItemNumber,Web Link,Product Line,Material,Product Category,PRODUCT COLLECTION,Description,Status,Source,Creation Date,Comments,,
ASHTON MARACAY BROWN,VTRMARBRO7X48-4.4MM-6MIL,7X48,LOW GLOSS,3.4MM Core + 1MM XPE backing; 6 mil wear layer,2.38,11.00,26.15,SQFT,1.61,3.83,,VTRMARBRO7X48-4.4MM-6MIL,#N/A,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,ASHTON MARACAY BROWN,ASHTON - MARACAY BROWN 7.13X48.03,MSI,2019 Price list,8-Mar-19,,,
ASHTON YORK GRAY,VTRYORGRA7X48-4.4MM-6MIL,7X48,LOW GLOSS,3.4MM Core + 1MM XPE backing; 6 mil wear layer,2.38,11.00,26.15,SQFT,1.61,3.83,,VTRYORGRA7X48-4.4MM-6MIL,#N/A,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,ASHTON YORK GRAY,ASHTON - YORK GRAY 7.13X48.03,MSI,2019 Price list,8-Mar-19,,,
CYRUS AKADIA,VTRAKADIA7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRAKADIA7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/akadia/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS AKADIA,CYRUS - AKADIA 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS BARRELL,VTRBARREL7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRBARREL7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/barrell/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS BARRELL,CYRUS - BARRELL 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS BEMBRIDGE,VTRBEMBRI7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRBEMBRI7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/bembridge/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS BEMBRIDGE,CYRUS - BEMBRIDGE 7.13X48.03,MSI,2019 Price list,15-Oct-18,,,
CYRUS BRALY,VTRBRALY7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRBRALY7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/braly/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS BRALY,CYRUS - BRALY 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS EXOTIKA,VTREXOTIK7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTREXOTIK7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/exotika/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS EXOTIKA,CYRUS - EXOTIKA 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS FAUNA,VTRFAUNA7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRFAUNA7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/fauna/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS FAUNA,CYRUS - FAUNA 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS FINELY,VTRFINELY7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRFINELY7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/finely/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS FINELY,CYRUS - FINELY 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS HAWTHORNE,VTRHAWTHO7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRHAWTHO7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/hawthorne/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS HAWTHORNE,CYRUS - HAWTHORNE 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS KATELLA ASH,VTRKATASH7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRKATASH7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/katella-ash/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS KATELLA ASH,CYRUS - KATELLA ASH 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS LUDLOW,VTRLUDLOW7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRLUDLOW7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/ludlow/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS LUDLOW,CYRUS - LUDLOW 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS MEZCLA,VTRMEZCLA7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRMEZCLA7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/mezcla/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS MEZCLA,CYRUS - MEZCLA 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS RYDER,VTRRYDER7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRRYDER7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/ryder/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS RYDER,CYRUS - RYDER 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS SANDINO,VTRSANDIN7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRSANDIN7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/sandino/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS SANDINO,CYRUS - SANDINO 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS STABLE,VTRSTABLE7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRSTABLE7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/stable/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS STABLE,CYRUS - STABLE 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS WEATHERED BRINA,VTRWEABRI7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRWEABRI7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/weathered-brina/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS WEATHERED BRINA,CYRUS - WEATHERED BRINA 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
CYRUS WHITFIELD GRAY,VTRWHTGRA7X48-5MM-12MIL,7x48,N/A,4MM Core + 1MM XPE; 12 mil wear layer,2.38,10.00,23.77,SQFT,1.92,4.56,,VTRWHTGRA7X48-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-cyrus/whitfield-gray/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,CYRUS WHITFIELD GRAY,CYRUS - WHITFIELD GRAY 7.13X48.03,MSI,2019 Price list,14-Mar-18,,,
PRESCOTT AKADIA,VTRAKADIA7X48-6.5MM-20MIL,7x48,N/A,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRAKADIA7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/akadia/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT AKADIA,PRESCOTT - AKADIA 7.13X48.03,MSI,2019 Price list,26-Mar-18,,,
PRESCOTT BARREL,VTRBARREL7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRBARREL7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/barrell/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT BARREL,PRESCOTT - BARREL 7.13X48.03,MSI,2019 Price list,15-Jul-19,,,
PRESCOTT BEMBRIDGE,VTRBEMBRI7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRBEMBRI7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/bembridge/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT BEMBRIDGE,PRESCOTT - BEMBRIDGE 7.13X18.03,MSI,2019 Price list,8-Jul-19,,,
PRESCOTT BRALY,VTRBRALY7X48-6.5MM-20MIL,7x48,N/A,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRBRALY7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/braly/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT BRALY,PRESCOTT - BRALY 7.13X48.03,MSI,2019 Price list,26-Mar-18,,,
PRESCOTT EXOTIKA,VTREXOTIK7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTREXOTIK7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/exotika/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT EXOTIKA,PRESCOTT - EXOTIKA 7.13X48.03,MSI,2019 Price list,15-Jul-19,,,
PRESCOTT FAUNA,VTRFAUNA7X48-6.5MM-20MIL,7x48,N/A,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRFAUNA7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/fauna/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT FAUNA,PRESCOTT - FAUNA 7.13X48.03,MSI,2019 Price list,26-Mar-18,,,
PRESCOTT FINELY,VTRFINELY7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRFINELY7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/finely/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT FINELY,PRESCOTT - FINELY 7.13X48.03,MSI,2019 Price list,15-Jul-19,,,
PRESCOTT HAWTHORNE,VTRHAWTHO7X48-6.5MM-20MIL,7x48,N/A,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRHAWTHO7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/hawthorne/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT HAWTHORNE,PRESCOTT - HAWTHORNE 7.13X48.03,MSI,2019 Price list,26-Mar-18,,,
PRESCOTT KATELLA ASH,VTRKATASH7X48-6.5MM-20MIL,7x48,N/A,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRKATASH7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/katella-ash/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT KATELLA ASH,PRESCOTT - KATELLA ASH 7.13X48.03,MSI,2019 Price list,26-Mar-18,,,
PRESCOTT LUDLOW,VTRLUDLOW7X48-6.5MM-20MIL,7x48,N/A,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRLUDLOW7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/ludlow/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT LUDLOW,PRESCOTT - LUDLOW 7.13X48.03,MSI,2019 Price list,26-Mar-18,,,
PRESCOTT MEZCLA,VTRMEZCLA7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRMEZCLA7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/mezcla/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT MEZCLA,PRESCOTT - MEZCLA 7.13X18.03,MSI,2019 Price list,8-Jul-19,,,
PRESCOTT RYDER,VTRRYDER7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRRYDER7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/ryder/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT RYDER,PRESCOTT - RYDER 7.13X18.03,MSI,2019 Price list,8-Jul-19,,,
PRESCOTT SANDINO,VTRSANDIN7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRSANDIN7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/sandino/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT SANDINO,PRESCOTT - SANDINO 7.13X18.03,MSI,2019 Price list,6-Aug-18,,,
PRESCOTT STABLE,VTRSTABLE7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRSTABLE7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/stable/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT STABLE,PRESCOTT - STABLE 7.13X48.03,MSI,2019 Price list,16-Oct-19,,,
PRESCOTT WEATHERED BRINA,VTRWEABRI7X48-6.5MM-20MIL,7X48,LOW GLOSS,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRWEABRI7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/weathered-brina/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT WEATHERED BRINA,PRESCOTT - WEATHERED BRINA 7.13X18.03,MSI,2019 Price list,8-Jul-19,,,
PRESCOTT WHITFIELD GRAY,VTRWHTGRA7X48-6.5MM-20MIL,7x48,N/A,5.5MM Core + 1MM XPE; 20 mil wear layer,2.38,8.00,19.02,SQFT,2.26,5.36,,VTRWHTGRA7X48-6.5MM-20MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-prescott/whitfield-gray/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,PRESCOTT WHITFIELD GRAY,PRESCOTT - WHITFIELD GRAY 7.13X48.03,MSI,2019 Price list,26-Mar-18,,,
XL CYRUS AKADIA ,VTRXLAKAD9X60-5MM-12MIL,9X60,N/A,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLAKAD9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/akadia/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS AKADIA ,XL CYRUS - AKADIA 8.98X60,MSI,2019 Price list,15-Oct-18,,,
XL CYRUS BARREL,VTRXLBARR9X60-5MM-12MIL,9X60,LOW GLOSS,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLBARR9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/barrell/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS BARREL,XL CYRUS - BARREL 8.98X60,MSI,2019 Price list,15-Jul-19,,,
XL CYRUS BEMBRIDGE,VTRXLBEMBRI9X60-5MM-12MIL,9X60,LOW GLOSS,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLBEMBRI9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/bembridge/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS BEMBRIDGE,XL CYRUS - BEMBRIDGE 8.98X60,MSI,2019 Price list,8-Jul-19,,,
XL CYRUS BRALY ,VTRXLBRAL9X60-5MM-12MIL,9X60,N/A,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLBRAL9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/braly/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS BRALY ,XL CYRUS - BRALY 8.98X60,MSI,2019 Price list,15-Oct-18,,,
XL CYRUS EXOTIKA,VTRXLEXOT9X60-5MM-12MIL,9X60,LOW GLOSS,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLEXOT9X60-5MM-12MIL,#N/A,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS EXOTIKA,XL CYRUS - EXOTIKA 8.98X60,MSI,2019 Price list,15-Jul-19,,,
XL CYRUS FAUNA ,VTRXLFAUN9X60-5MM-12MIL,9X60,N/A,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLFAUN9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/fauna/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS FAUNA ,XL CYRUS - FAUNA 8.98X60,MSI,2019 Price list,15-Oct-18,,,
XL CYRUS FINELY ,VTRXLFINE9X60-5MM-12MIL,9X60,N/A,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLFINE9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/finely/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS FINELY ,XL CYRUS - FINELY 8.98X60,MSI,2019 Price list,15-Oct-18,,,
XL CYRUS HAWTHORNE ,VTRXLHAWT9X60-5MM-12MIL,9X60,N/A,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLHAWT9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/hawthorne/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS HAWTHORNE ,XL CYRUS - HAWTHORNE 8.98X60,MSI,2019 Price list,15-Oct-18,,,
XL CYRUS KATELLA ASH ,VTRXLKATA9X60-5MM-12MIL,9X60,N/A,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLKATA9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/katella-ash/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS KATELLA ASH ,XL CYRUS - KATELLA ASH 8.98X60,MSI,2019 Price list,15-Oct-18,,,
XL CYRUS LUDLOW ,VTRXLLUDL9X60-5MM-12MIL,9X60,N/A,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLLUDL9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/ludlow/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS LUDLOW ,XL CYRUS - LUDLOW 8.98X60,MSI,2019 Price list,15-Oct-18,,,
XL CYRUS MEZCLA,VTRXLMEZCLA9x60-5MM-12MIL,9X60,LOW GLOSS,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLMEZCLA9x60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/mezcla/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS MEZCLA,XL CYRUS - MEZCLA 8.98X60,MSI,2019 Price list,8-Jul-19,,,
XL CYRUS RYDER,VTRXLRYDER9X60-5MM-12MIL,9X60,LOW GLOSS,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.20,SQFT,2.03,7.60,,VTRXLRYDER9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/ryder/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS RYDER,XL CYRUS - RYDER 8.98X60,MSI,2019 Price list,8-Jul-19,,,
XL CYRUS SANDINO,VTRXLSAND9X60-5MM-12MIL,9X60,LOW GLOSS,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLSAND9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/sandino/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS SANDINO,XL CYRUS - SANDINO 8.98X60,MSI,2019 Price list,15-Jul-19,,,
XL CYRUS STABLE,VTRXLSTAB9X60-5MM-12MIL,9X60,LOW GLOSS,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.20,SQFT,2.03,7.60,,VTRXLSTAB9X60-5MM-12MIL,#N/A,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS STABLE,XL CYRUS - STABLE 8.98X60,MSI,2019 Price list,15-Jul-19,,,
XL CYRUS WEATHERED BRINA,VTRXLWEARBRI9X60-5MM-12MIL,9X60,LOW GLOSS,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLWEARBRI9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/weathered-brina/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS WEATHERED BRINA,XL CYRUS - WEATHERED BRINA 8.98X60,MSI,2019 Price list,8-Jul-19,,,
XL CYRUS WHITFIELD GRAY ,VTRXLWHTG9X60-5MM-12MIL,9X60,N/A,4MM Core + 1MM XPE backing; 12 mil wear layer,3.74,6.00,22.44,SQFT,2.03,7.60,,VTRXLWHTG9X60-5MM-12MIL,https://www.msisurfaces.com/vinyl-flooring/rigid-core-xlcyrus/whitfield-gray/,LVT,LVT,EVERLIFE LUXURY VINYL TILE (LVT) - RIGIDCORE,XL CYRUS WHITFIELD GRAY ,XL CYRUS - WHITFIELD GRAY 8.98X60,MSI,2019 Price list,15-Oct-18,,,
EVERLIFE LUXURY VINYL TILE (LVT) - TRIMS/ADHESIVE,,,,,,,,,,,,,,,,EVERLIFE LUXURY VINYL TILE (LVT) - TRIMS/ADHESIVE,EVERLIFE LUXURY VINYL TILE (LVT) - TRIMS/ADHESIVE,,MSI,,,,,
LVT ADHESIVE CONCRETE PRIMER 4G,XLVTCONPRI-4G,ADHESIVE,N/A,N/A,N/A,N/A,N/A,EACH,54.53,54.53,,XLVTCONPRI-4G,#N/A,LVT,0,EVERLIFE LUXURY VINYL TILE (LVT) - TRIMS/ADHESIVE,LVT ADHESIVE CONCRETE PRIMER 4G,LVT Concrete Primer 4G MS003,MSI,2019 Price list,23-May-18,,,
LVT ADHESIVE ENCAPSULATOR 4G,XLVTADHENC-4G,ADHESIVE,N/A,N/A,N/A,N/A,N/A,EACH,117.15,117.15,,XLVTADHENC-4G,#N/A,LVT,0,EVERLIFE LUXURY VINYL TILE (LVT) - TRIMS/ADHESIVE,LVT ADHESIVE ENCAPSULATOR 4G,LVT Adhesive Encapsulator 4G MS005,MSI,2019 Price list,23-May-18,,,
LVT ADHESIVE HIGH MOISTURE 4G,XLVTHMADH-4G,ADHESIVE,N/A,N/A,N/A,N/A,N/A,EACH,117.32,117.32,,XLVTHMADH-4G,#N/A,LVT,0,EVERLIFE LUXURY VINYL TILE (LVT) - TRIMS/ADHESIVE,LVT ADHESIVE HIGH MOISTURE 4G,LVT High Moisture Adhesive 4G MS007,MSI,2019 Price list,23-May-18,,,
